gene_claim_name	gene_name	entrez_id	gene_claim_source
ENSG00000204952	FBXO47	494188	Ensembl
ENSG00000284112	MIR195	406971	Ensembl
ENSG00000229332	PGBD4P8	100421185	Ensembl
ENSG00000265439	RN7SL811P	106479517	Ensembl
ENSG00000236546			Ensembl
ENSG00000114279	FGF12	2257	Ensembl
RARG	RARG	5916	GO
ENSG00000214146	LINC02026	647323	Ensembl
ENSG00000249662	LINC02218	102723526	Ensembl
ENSG00000270865	RPL12P48	101926938	Ensembl
ENSG00000202227	RNU6-282P	106479691	Ensembl
ENSG00000203772	SPRN	503542	Ensembl
ENSG00000233603	JTBP1	100874254	Ensembl
ENSG00000252462	RNU6-113P	106479616	Ensembl
ENSG00000170373	CST1	1469	HingoraniCasas
TPSAB1	TPSAB1	7177	NCI
SLC52A3	SLC52A3	113278	HumanProteinAtlas
ENSG00000160683	CXCR5	643	RussLampel
ENSG00000254190			Ensembl
PAFR	PTAFR	5724	ChemblInteractions
PLG	PLG	5340	NCI
ENSG00000198721	ECI2	10455	Ensembl
ENSG00000118162	KPTN	11133	Ensembl
ENSG00000259028			Ensembl
TOP2A	TOP2A	7153	NCI
ENSG00000134184	GSTM1	2944	Ensembl
PSMB6	PSMB6	5694	dGene
ADAM metallopeptidase 33	ADAM33	80332	TTD
ENSG00000131480	AOC2	314	Ensembl
ENSG00000286680			Ensembl
ENSG00000137267	TUBB2A	7280	HingoraniCasas
ENSG00000213935	RPL22P16	100270959	Ensembl
ENSG00000267990			Ensembl
ENSG00000280028			Ensembl
5698	PSMB9	5698	GuideToPharmacology
ENSG00000202125	RNU1-100P	106480183	Ensembl
ENSG00000261274	TP53TG3GP	106660619	Ensembl
ENSG00000262003			Ensembl
ENSG00000265474			Ensembl
ETV5	ETV5	2119	Tempus
ENSG00000239014	SNORD108	338427	Ensembl
HYAL3	HYAL3	8372	Pharos
ENSG00000065833	ME1	4199	HingoraniCasas
ENSG00000236397	DDX11L2	84771	Ensembl
ENSG00000214160	ALG3	10195	Ensembl
ENSG00000233179			Ensembl
USP43	USP43	124739	dGene
ENSG00000283321	AHR	196	Ensembl
OR10H4	OR10H4	126541	Pharos
ENSG00000267258	PPIAP58	126170	Ensembl
ENSG00000280239			Ensembl
50835	TAS2R9	50835	GuideToPharmacology
ENSG00000207305			Ensembl
GCLC	GCLC	2729	Pharos
Q9UBE8	NLK	51701	HopkinsGroom
PGM1	PGM1	5236	PharmGKB
ENSG00000169385	RNASE2	6036	HingoraniCasas
ENSG00000242998	RN7SL379P	106480505	Ensembl
ENSG00000165868	HSPA12A	259217	Ensembl
P03372	ESR1	2099	TEND
Q14524	SCN5A	6331	TEND
ENSG00000263445	MIR4450	100616299	Ensembl
OR6K4P	OR6K4P	128370	dGene
ENSG00000265776	MIR3670-3	103504726	Ensembl
ENSG00000238317	SNORD11	692058	Ensembl
KCNE1	KCNE1	3753	PharmGKB
ENSG00000142494	SLC47A1	55244	HingoraniCasas
OR4A8	OR4A8	81315	GO
SOX4	SOX4	6659	Pharos
ENSG00000228010			Ensembl
NDUFB11	NDUFB11	54539	ChemblInteractions
NOSTRIN	NOSTRIN	115677	Pharos
FNIP2	FNIP2	57600	Pharos
ENSG00000253433			Ensembl
ENSG00000149634	SPATA25	128497	Ensembl
ENSG00000142330	CAPN10	11132	Ensembl
ENSG00000287829			Ensembl
ENSG00000228509			Ensembl
ENSG00000266745	MIR3135A	100422901	Ensembl
KCNK12	KCNK12	56660	IDG
ENSG00000225509	AIFM1P1	645120	Ensembl
ENSG00000223942			Ensembl
ENSG00000240624			Ensembl
ENSG00000102010	BMX	660	Ensembl
ENSG00000130164	LDLR	3949	HingoraniCasas
Cyclin-dependent kinase 3	CDK3	1018	TTD
PRSS8	PRSS8	5652	FoundationOneGenes
ENSG00000267450	OR1AB1P	81090	Ensembl
ENSG00000011007	ELOA	6924	Ensembl
F2RL3	F2RL3	9002	dGene
ENSG00000284721			Ensembl
ENSG00000101109	STK4	6789	HingoraniCasas
ENSG00000171497	PPID	5481	Ensembl
METAP1D	METAP1D	254042	dGene
ENSG00000228960	OR2A9P	441295	Ensembl
9388	LIPG	9388	GuideToPharmacology
ENSG00000144847	IGSF11	152404	Ensembl
ENSG00000255244			Ensembl
HRAS	HRAS	3265	Tempus
ENSG00000278972			Ensembl
AFG3L2	AFG3L2	10939	dGene
ENSG00000248987	PRDX4P1	100418949	Ensembl
ENSG00000051341	POLQ	10721	Ensembl
ENSG00000152433	ZNF547	284306	Ensembl
ETAR	EDNRA	1909	TALC
ENSG00000287632			Ensembl
Fungal Cell membrane ergosterol			TTD
ENSG00000258452			Ensembl
ENSG00000225024	RPL37P11	100271016	Ensembl
ENSG00000139344	AMDHD1	144193	Ensembl
WRN	WRN	7486	HumanProteinAtlas
ENSG00000286198			Ensembl
ENSG00000171435	KSR2	283455	RussLampel
ENSG00000284668			Ensembl
ENSG00000226428	RPL15P13	100131338	Ensembl
ENSG00000222724	RNU2-63P	106480225	Ensembl
ENSG00000253293	HOXA10	3206	Ensembl
ENSG00000256904	A2ML1-AS2	106478979	Ensembl
ENSG00000255763	MRPS18CP4	349842	Ensembl
ENSG00000257771	LINC02395	101927292	Ensembl
ENSG00000184344	GDF3	9573	HingoraniCasas
P22888	LHCGR	3973	TdgClinicalTrial
ENSG00000222352	RN7SKP221	106480474	Ensembl
ENSG00000232680			Ensembl
ENSG00000287492			Ensembl
ENSG00000237306	HSPE1P22	100289607	Ensembl
ENSG00000242041	RPL35AP28	100271637	Ensembl
ENSG00000185658	BRWD1	54014	Ensembl
ENSG00000180104	EXOC3	11336	Ensembl
KCNAB1	KCNAB1	7881	Pharos
ENSG00000253461	IGKV1-35	28932	Ensembl
Q96EP0	RNF31	55072	HopkinsGroom
ILTIF	IL22	50616	ChemblInteractions
ENSG00000242858			Ensembl
ENSG00000122224	LY9	4063	HingoraniCasas
ENSG00000285725			Ensembl
ENSG00000147400	CETN2	1069	Ensembl
ENSG00000257878			Ensembl
ENSG00000152137	HSPB8	26353	Ensembl
ENSG00000224857	LINC01691	107985195	Ensembl
APEH	APEH	327	dGene
ENSG00000206587	RNU6-46P	100873760	Ensembl
ENSG00000229437	LINC00366	100874147	Ensembl
ENSG00000287026			Ensembl
ENSG00000087245	MMP2	4313	Ensembl
ENSG00000287072			Ensembl
ENSG00000274116			Ensembl
ENSG00000215448	SRMP1	170552	Ensembl
ENSG00000170085	SIMC1	375484	Ensembl
ENSG00000113396	SLC27A6	28965	Ensembl
ENSG00000208028	MIR616	693201	Ensembl
ENSG00000055332	EIF2AK2	5610	HingoraniCasas
ENSG00000224462	C4BPAP1	727859	Ensembl
5332	PLCB4	5332	GuideToPharmacology
PAX5	PAX5	5079	CarisMolecularIntelligence
ENSG00000252268	RNA5SP417	100873668	Ensembl
ENSG00000173157	ADAMTS20	80070	Ensembl
CBLC	CBLC	23624	Pharos
ENSG00000286375			Ensembl
ENSG00000145016	RUBCN	9711	Ensembl
ENSG00000128596	CCDC136	64753	Ensembl
TBXA2R	TBXA2R	6915	dGene
ENSG00000228365			Ensembl
ENSG00000250410			Ensembl
ENSG00000109944	JHY	79864	Ensembl
TIMP1	TIMP1	7076	dGene
ENSG00000164163	ABCE1	6059	RussLampel
ENSG00000260123			Ensembl
ENSG00000270782			Ensembl
ENSG00000084693	AGBL5	60509	Ensembl
ENSG00000248968			Ensembl
Folate receptor	FOLR1	2348	TTD
ENSG00000261515	VN1R70P	100130059	Ensembl
ENSG00000250464	LRRC34P2	100420613	Ensembl
ENSG00000173926	MARCHF3	115123	Ensembl
ENSG00000283103			Ensembl
ENSG00000234806	RPL26P29	100131788	Ensembl
DPP7	DPP7	29952	dGene
ENSG00000188991	SLC15A5	729025	RussLampel
ENSG00000287280			Ensembl
ENSG00000114491	UMPS	7372	RussLampel
ENSG00000176540	OR4C5	79346	RussLampel
ENSG00000181523	SGSH	6448	Ensembl
ENSG00000287545			Ensembl
PRKD1	PRKD1	5587	NCI
ENSG00000253422			Ensembl
ENSG00000124613	ZNF391	346157	Ensembl
ENSG00000261114			Ensembl
ENSG00000111780			Ensembl
ENSG00000213376	GAPDHP71	2613	Ensembl
PIK3CB	PIK3CB	5291	Tempus
NDUFA9	NDUFA9	4704	Pharos
KRAS	KRAS	3845	Oncomine
TCF3	TCF3	6929	Tempus
ENSG00000111707	SUDS3	64426	Ensembl
ENSG00000276085	CCL3L3	414062	Ensembl
ENSG00000254298			Ensembl
ENSG00000112038	OPRM1	4988	RussLampel
ENSG00000095906	NUBP2	10101	Ensembl
ENSG00000265919	MIR4280	100422887	Ensembl
ENSG00000196352	CD55	1604	HingoraniCasas
ENSG00000216657	GLRX3P2	728344	Ensembl
ENSG00000179364	PACS2	23241	Ensembl
Q9UQL6	HDAC5	10014	TdgClinicalTrial
ENSG00000124074	ENKD1	84080	Ensembl
ENSG00000201292	RNU6-153P	106479634	Ensembl
CST3	CST3	1471	GO
ENSG00000237469	TUBB8P10	391171	Ensembl
ENSG00000260482			Ensembl
ELK1	ELK1	2002	NCI
ENSG00000171522	PTGER4	5734	HingoraniCasas
OR5J2	OR5J2	282775	dGene
ENSG00000232792	FTH1P25	100462799	Ensembl
ENSG00000127081	ZNF484	83744	Ensembl
ENSG00000250551	MIR583HG	107984114	Ensembl
5739	PTGIR	5739	GuideToPharmacology
P08100	RHO	6010	HopkinsGroom
ENSG00000178234	GALNT11	63917	Ensembl
ENSG00000248546	ANP32C	23520	Ensembl
NR2F2	NR2F2	7026	DTC
ENSG00000170929	OR1M1	125963	HingoraniCasas
ENSG00000254242			Ensembl
ENSG00000164294	GPX8	493869	RussLampel
Q13164	MAPK7	5598	HopkinsGroom
ENSG00000281394	SCARNA4	677771	Ensembl
ENSG00000270455	PABPC1P5	100131374	Ensembl
ENSG00000128039	SRD5A3	79644	Ensembl
ENSG00000181656	GPR88	54112	RussLampel
HIP1	HIP1	3092	FoundationOneGenes
ENSG00000164889	SLC4A2	6522	RussLampel
ENSG00000278909			Ensembl
ENSG00000234512	TLR12P	100131451	Ensembl
ENSG00000238200	MGAT2P2	100422589	Ensembl
ENSG00000281469			Ensembl
OR4A5	OR4A5	81318	dGene
Q3KNW5	SLC10A6	345274	HopkinsGroom
ENSG00000120899	PTK2B	2185	Ensembl
Heparin-binding growth factor 1	FGF1	2246	TTD
ENSG00000034677	RNF19A	25897	Ensembl
ENSG00000175497	DPP10	57628	Ensembl
ENSG00000173285	OR10K1	391109	Ensembl
Q9ULS6	KCNS2	3788	HopkinsGroom
ENSG00000204866	IGFL2	147920	Ensembl
ENSG00000213726	RPS2P52	100271250	Ensembl
ENSG00000256282			Ensembl
ENSG00000260082			Ensembl
SARS2	SARS2	54938	HumanProteinAtlas
ENSG00000231856			Ensembl
ENSG00000174541			RussLampel
ENSG00000272934			Ensembl
ENSG00000217707	SERPINB8P1	11029	Ensembl
PINK1	PINK1	65018	HumanProteinAtlas
ENSG00000275718	CCL15	6359	Ensembl
ENSG00000287582			Ensembl
ENSG00000249593			Ensembl
PKNOX2	PKNOX2	63876	Pharos
ENSG00000237854	LINC00674	100499466	Ensembl
ENSG00000283959			Ensembl
ENSG00000180815	MAP3K15	389840	RussLampel
ENSG00000134508	CABLES1	91768	Ensembl
P21817	RYR1	6261	TEND
FAM46C	TENT5C	54855	Tempus
O43306	ADCY6	112	HopkinsGroom
EPOR	EPOR	2057	FoundationOneGenes
ENSG00000235881			Ensembl
Regulator of G-protein signaling 8	RGS8	85397	TTD
ECE1	ECE1	1889	HumanProteinAtlas
P49146	NPY2R	4887	TdgClinicalTrial
MTRR	MTRR	4552	PharmGKB
CACNA2D1	CACNA2D1	781	PharmGKB
ENSG00000275714	H3C1	8350	Ensembl
ENSG00000227717			Ensembl
ENSG00000151304	SRFBP1	153443	Ensembl
USP30	USP30	84749	Pharos
SMARCC2	SMARCC2	6601	Pharos
3757	KCNH2	3757	GuideToPharmacology
ENSG00000207408			Ensembl
ENSG00000230018	PPIAP39	111082963	Ensembl
OR2L8	OR2L8	391190	dGene
8170	SLC14A2	8170	GuideToPharmacology
MED23	MED23	9439	Pharos
Q8NH49	OR4X1	390113	HopkinsGroom
Melanocytes lineage-specific antigen GP100	PMEL	6490	TTD
ENSG00000258708	SLC25A21-AS1	100129794	Ensembl
ENSG00000176095	IP6K1	9807	Ensembl
ENSG00000167633	KIR3DL1	3811	Ensembl
ENSG00000189182	KRT77	374454	Ensembl
ENSG00000225648	SBDSP1	155370	Ensembl
506	ATP5F1B	506	GuideToPharmacology
ENSG00000170631	ZNF16	7564	Ensembl
ENSG00000227335	IGHJ1P	28482	Ensembl
ENSG00000182255	KCNA4	3739	RussLampel
DOT1L	DOT1L	84444	BaderLabGenes
FHIT	FHIT	2272	HumanProteinAtlas
ENSG00000186283	TOR3A	64222	Ensembl
ENSG00000002834	LASP1	3927	Ensembl
ENSG00000112218	GPR63	81491	RussLampel
ENSG00000200720	RNU6-931P	106479978	Ensembl
ENSG00000152377	SPOCK1	6695	HingoraniCasas
Fungal Microtubule			TTD
ENSG00000232502			Ensembl
TGFB1	TGFB1	7040	GO
ENSG00000224314			Ensembl
ENSG00000236878	MTATP6P26	107075301	Ensembl
CHEK2	CHEK2	11200	dGene
ENSG00000064012	CASP8	841	Ensembl
Repulsive guidance molecule A	RGMA	56963	TTD
TGFBR1	TGFBR1	7046	GO
ENSG00000286156			Ensembl
ENSG00000236307	EEF1E1P1	100130388	Ensembl
ENSG00000005001	PRSS22	64063	RussLampel
ENSG00000226943	ALG1L5P	647415	Ensembl
ACHRA	CHRNA1	1134	ChemblInteractions
P28472	GABRB3	2562	HopkinsGroom
204801	NLRP11	204801	GuideToPharmacology
Q6YN16	HSDL2	84263	HopkinsGroom
ENSG00000200587	RNA5SP514	100873565	Ensembl
ENSG00000229065			Ensembl
NEK5	NEK5	341676	dGene
ENSG00000089123	TASP1	55617	Ensembl
Histone deacetylase 2	HDAC2	3066	TTD
3590	IL11RA	3590	GuideToPharmacology
DUSP13	DUSP13	51207	dGene
ATP8B1	ATP8B1	5205	HumanProteinAtlas
ENSG00000197444	OGDHL	55753	Ensembl
ENSG00000163349	HIPK1	204851	Ensembl
O15344	MID1	4281	HopkinsGroom
56660	KCNK12	56660	GuideToPharmacology
ENSG00000168329	CX3CR1	1524	HingoraniCasas
ENSG00000255475			Ensembl
ENSG00000182154	MRPL41	64975	Ensembl
ENSG00000229229			Ensembl
ENSG00000163017	ACTG2	72	Ensembl
ADCK5	ADCK5	203054	IDG
ALPP	ALPP	250	GO
ENSG00000120709	FAM53C	51307	Ensembl
ENSG00000198879	SFMBT2	57713	Ensembl
ENSG00000104728	ARHGEF10	9639	Ensembl
ENSG00000071909	MYO3B	140469	HingoraniCasas
SBK1	SBK1	388228	Pharos
ENSG00000154822	PLCL2	23228	RussLampel
ENSG00000224250			Ensembl
Q8WTQ7	GRK7	131890	HopkinsGroom
ENSG00000215102	TERF1P4	648283	Ensembl
ENSG00000181619	GPR135	64582	Ensembl
ENSG00000272142	LYRM4-AS1	100129461	Ensembl
GPR14	UTS2R	2837	ChemblInteractions
LPIN3	LPIN3	64900	Pharos
ENSG00000197958	RPL12	6136	Ensembl
ENSG00000168936	TMEM129	92305	Ensembl
GHRH	GHRH	2691	NCI
ENSG00000085999	RAD54L	8438	Ensembl
ENSG00000112739	PRPF4B	8899	HingoraniCasas
ENSG00000187688	TRPV2	51393	Ensembl
SPG7	SPG7	6687	dGene
ENSG00000200731	RNU1-124P	106481629	Ensembl
Q8N3A8	PARP8	79668	HopkinsGroom
ENSG00000266839			Ensembl
KLF2	KLF2	10365	Pharos
ENSG00000276707			Ensembl
ENSG00000205464	ATP6AP1L	92270	Ensembl
ENSG00000249691			Ensembl
TNNI3K	TNNI3K	51086	dGene
ENSG00000224679	MED15P4	100127989	Ensembl
ENSG00000188467	SLC24A5	283652	Ensembl
ENSG00000105835	NAMPT	10135	Ensembl
ENSG00000254255			Ensembl
ENSG00000254039			Ensembl
ENSG00000207098	SNORA70	26778	Ensembl
ENSG00000257303			Ensembl
ADAMTS16	ADAMTS16	170690	dGene
ENSG00000275591	XKR5	389610	Ensembl
2557	GABRA4	2557	GuideToPharmacology
ENSG00000262152	GREP1	283875	Ensembl
ENSG00000188729	OSTN	344901	HingoraniCasas
Q15617	OR8G1	26494	HopkinsGroom
ENSG00000260327	ACTR3BP3	647156	Ensembl
ENSG00000221081	MIR320D2	100302169	Ensembl
ENSG00000271898	MIR4791	100616291	Ensembl
GPR3	GPR3	2827	IDG
ENSG00000032742	IFT88	8100	Ensembl
YPEL5	YPEL5	51646	Pharos
ENSG00000166762	CATSPER2	117155	Ensembl
ENSG00000258733	LINC02328	101928767	Ensembl
Thyrotropin-releasing hormone receptor	TRHR	7201	TTD
ENSG00000164199	ADGRV1	84059	Ensembl
SMG1	SMG1	23049	dGene
ENSG00000156110	ADK	132	Ensembl
ENSG00000237432	RPS7P12	100270914	Ensembl
ENSG00000203872	C6ORF163	206412	Ensembl
ENSG00000278862			Ensembl
ENSG00000272341			Ensembl
ENSG00000166224	SGPL1	8879	RussLampel
ENSG00000216901	ZNF603P	493821	Ensembl
ENSG00000115486	GGCX	2677	HingoraniCasas
ENSG00000135298			RussLampel
ENSG00000226400			Ensembl
ENSG00000170242	USP47	55031	Ensembl
ENSG00000102001	CACNA1F	778	RussLampel
ENSG00000204165	CXORF65	158830	Ensembl
FUBP1	FUBP1	8880	Tempus
ENSG00000288073			Ensembl
ENSG00000202141			Ensembl
ENSG00000127863	TNFRSF19	55504	HingoraniCasas
ENSG00000249226	SUCLG2P4	100130528	Ensembl
ENSG00000070808	CAMK2A	815	HingoraniCasas
ENSG00000248643	RBM14-RBM4	100526737	Ensembl
HDAC2	HDAC2	3066	DTC
ENSG00000261720	LMF1	64788	Ensembl
ENSG00000067601	PMS2P4	5382	Ensembl
ENSG00000199424			Ensembl
ENSG00000180828	BHLHE22	27319	Ensembl
ENSG00000187098	MITF	4286	Ensembl
ENSG00000198909	MAP3K3	4215	Ensembl
ENSG00000235875	ARHGEF7-AS2	100874238	Ensembl
ENSG00000225823	RPL7P45	100271225	Ensembl
ENSG00000286578			Ensembl
KRAS	KRAS	3845	MskImpact
DNA topoisomerase II beta	TOP2B	7155	TTD
ENSG00000270292			Ensembl
ENSG00000228851	MTCO3P4	107075216	Ensembl
ENSG00000248359			Ensembl
Q8NH85	OR8U3	219479	HopkinsGroom
ENSG00000258091			Ensembl
8814	CDKL1	8814	GuideToPharmacology
ENSG00000165792	METTL17	64745	Ensembl
ENSG00000227304			Ensembl
ENSG00000150093	ITGB1	3688	RussLampel
NAD-dependent deacetylase sirtuin-1	SIRT1	23411	TTD
50507	NOX4	50507	GuideToPharmacology
ENSG00000049246	PER3	8863	Ensembl
ENSG00000178623	GPR35	2859	RussLampel
Q96C86	DCPS	28960	TdgClinicalTrial
ENSG00000253172			Ensembl
ENSG00000183779	ZNF703	80139	Ensembl
ENSG00000239317			Ensembl
P16109	SELP	6403	TdgClinicalTrial
ENSG00000259110	LINC02304	105370648	Ensembl
ENSG00000221859	KRTAP10-10	353333	Ensembl
ENSG00000174912	METTL15P1	100130758	Ensembl
ENSG00000280014			Ensembl
PRKCB	PRKCB	5579	PharmGKB
ENSG00000287214			Ensembl
ENSG00000122729	ACO1	48	Ensembl
Q7Z5P4	HSD17B13	345275	HopkinsGroom
ENSG00000255552	LY6G6E	79136	Ensembl
ENSG00000198315	ZKSCAN8	7745	Ensembl
ENSG00000274898			Ensembl
ENSG00000252594	RNU6-656P	106479857	Ensembl
OR52B6	OR52B6	340980	dGene
159963	SLC5A12	159963	GuideToPharmacology
ENSG00000239679	RN7SL193P	106480493	Ensembl
ENSG00000161542	PRPSAP1	5635	Ensembl
OR2W1	OR2W1	26692	dGene
ENSG00000266258	LINC01909	101927481	Ensembl
SERPINA5	SERPINA5	5104	PharmGKB
ENSG00000267122			Ensembl
EPC2	EPC2	26122	GO
ENSG00000106278	PTPRZ1	5803	Ensembl
ENSG00000113088	GZMK	3003	RussLampel
ENSG00000106631	MYL7	58498	Ensembl
O75762	TRPA1	8989	TEND
UHRF2	UHRF2	115426	HumanProteinAtlas
NMRK1	NMRK1	54981	Pharos
ENSG00000258121			Ensembl
ENSG00000201491	RNU4-75P	106479593	Ensembl
ENSG00000198033	TUBA3C	7278	Ensembl
4919	ROR1	4919	GuideToPharmacology
ENSG00000284300			Ensembl
ENSG00000108840	HDAC5	10014	HingoraniCasas
ENSG00000132485	ZRANB2	9406	Ensembl
F13A1	F13A1	2162	Pharos
MAF	MAF	4094	CarisMolecularIntelligence
OR7E24	OR7E24	26648	GO
MC1R	MC1R	4157	GO
XYLT2	XYLT2	64132	HumanProteinAtlas
ENSG00000198380	GFPT1	2673	Ensembl
ENSG00000260409			Ensembl
FGG	FGG	2266	ChemblInteractions
ENSG00000233340			Ensembl
ENSG00000272337	RNU6-90P	106481205	Ensembl
SHPK	SHPK	23729	Pharos
ENSG00000167165	UGT1A6	54578	Ensembl
ENSG00000254735	HMGB1P42	100873906	Ensembl
P25025	CXCR2	3579	HopkinsGroom
ENSG00000273648	MIR8065	102465867	Ensembl
ENSG00000199415	RNA5SP370	106480765	Ensembl
ENSG00000238263	RPL21P88	100271421	Ensembl
P20701	ITGAL	3683	HopkinsGroom
ENSG00000266016	MIR548Z	100500856	Ensembl
ENSG00000251234	PSMA2P2	100131775	Ensembl
ENSG00000279117			Ensembl
ENSG00000180697	C3ORF22	152065	Ensembl
ENSG00000242317			Ensembl
ENSG00000214237	MINDY4B	646951	Ensembl
ENSG00000269947			Ensembl
SERPINA1	SERPINA1	5265	dGene
ENSG00000287143			Ensembl
125111	GJD3	125111	GuideToPharmacology
ENSG00000286015			Ensembl
ENSG00000122299	ZC3H7A	29066	Ensembl
PLG	PLG	5340	ChemblInteractions
ENSG00000284595	MIR6785	102466911	Ensembl
ENSG00000128645	HOXD1	3231	Ensembl
ENSG00000254167	IGHV8-51-1	28343	Ensembl
RNF125	RNF125	54941	HumanProteinAtlas
BCKDK	BCKDK	10295	Pharos
ENSG00000169241	SLC50A1	55974	Ensembl
ENSG00000181698	OR5T1	390155	Ensembl
ENSG00000253898	LINC01419	103352670	Ensembl
ENSG00000217139			Ensembl
ENSG00000233148	SYF2P2	100128275	Ensembl
ENSG00000261780			Ensembl
ITPR1	ITPR1	3708	BaderLabGenes
ENSG00000207256	RNU6-880P	106479955	Ensembl
ENSG00000236341			Ensembl
ENSG00000267153	CTBP2P3	220147	Ensembl
ENSG00000146678	IGFBP1	3484	HingoraniCasas
NCS1	NCS1	23413	Pharos
OR52E1	OR52E1	79296	dGene
Q86V86	PIM3	415116	TdgClinicalTrial
ENSG00000251148			Ensembl
ENSG00000239855	IGKV1-6	28943	Ensembl
ENSG00000151694	ADAM17	6868	HingoraniCasas
ENSG00000149600	COMMD7	149951	Ensembl
ENSG00000187094	CCK	885	HingoraniCasas
ENSG00000234121	GPM6BP3	100873787	Ensembl
TMEM184C	TMEM184C	55751	GO
ENSG00000227014			Ensembl
ENSG00000202560	MIR539	664612	Ensembl
IHH	IHH	3549	GO
ENSG00000115204	MPV17	4358	Ensembl
ENSG00000169469	SPRR1B	6699	Ensembl
STRADB	STRADB	55437	dGene
UBE2E2	UBE2E2	7325	Pharos
ERBB2	ERBB2	2064	DoCM
ENSG00000175514	GPR152	390212	HingoraniCasas
ENSG00000165288	BRWD3	254065	Ensembl
ENSG00000197024	ZNF398	57541	Ensembl
ENSG00000253645			Ensembl
ENSG00000153815	CMIP	80790	Ensembl
ENSG00000271240			Ensembl
GYPA	GYPA	2993	DTC
ENSG00000174945	AMZ1	155185	Ensembl
ENSG00000256633			Ensembl
ENSG00000105894	PTN	5764	HingoraniCasas
COX11	COX11	1353	Pharos
NFE2L2	NFE2L2	4780	FoundationOneGenes
ENSG00000261490			Ensembl
ENSG00000204463	BAG6	7917	Ensembl
MT1F	MT1F	4494	NCI
POLR3B	POLR3B	55703	HumanProteinAtlas
DGKE	DGKE	8526	GO
ENSG00000171522	PTGER4	5734	Ensembl
10221	TRIB1	10221	GuideToPharmacology
ENSG00000277721			Ensembl
ENSG00000274756			Ensembl
ENSG00000260387			Ensembl
ENSG00000288546			Ensembl
ENSG00000270647	TAF15	8148	Ensembl
PSMA6	PSMA6	5687	MyCancerGenome
ENSG00000286431			Ensembl
ENSG00000230405	RPS3AP52	100873818	Ensembl
ENSG00000270846			Ensembl
GAS6	GAS6	2621	Pharos
ENSG00000105549	THEG	51298	Ensembl
Q13885	TUBB2A	7280	HopkinsGroom
ENSG00000241255			Ensembl
ENSG00000153291	SLC25A27	9481	RussLampel
ENSG00000287958			Ensembl
83942	TSSK1B	83942	GuideToPharmacology
ENSG00000206991	RNU6-610P	106479835	Ensembl
ENSG00000175497	DPP10	57628	RussLampel
ROBO2	ROBO2	6092	GO
ENSG00000185336			RussLampel
ENSG00000213918	DNASE1	1773	HingoraniCasas
ENSG00000181104	F2R	2149	RussLampel
ENSG00000222069	RN7SKP285	106480920	Ensembl
ADGRF2	ADGRF2	222611	GO
AKT1	AKT1	207	GO
ENSG00000110046	ATG2A	23130	Ensembl
ENSG00000133019	CHRM3	1131	Ensembl
UROD	UROD	7389	Pharos
ENSG00000256542			Ensembl
ENSG00000163053	SLC16A14	151473	Ensembl
ENSG00000140553	UNC45A	55898	Ensembl
ENSG00000248243	LINC02014	105374105	Ensembl
EMR2			NCI
ENSG00000116497	S100PBP	64766	Ensembl
ENSG00000261349			Ensembl
ENSG00000287463			Ensembl
GPRC5D	GPRC5D	55507	dGene
ENSG00000224933	LINC01034	106144601	Ensembl
ENSG00000234262			Ensembl
MAFF	MAFF	23764	Pharos
TMEM38A	TMEM38A	79041	Pharos
ENSG00000199260	RNU6-874P	106479952	Ensembl
RPS27A	RPS27A	6233	Pharos
PIK3CG	PIK3CG	5294	MyCancerGenomeClinicalTrial
ENSG00000280337	DUX4L25	102723423	Ensembl
ENSG00000238875	RN7SKP210	106480898	Ensembl
ENSG00000125991	ERGIC3	51614	Ensembl
ENSG00000259351			Ensembl
PSMD13	PSMD13	5719	ChemblInteractions
ENSG00000258745			Ensembl
CLK1	CLK1	1195	GO
ENSG00000261886			Ensembl
ALPP	ALPP	250	NCI
ENSG00000200786	RNA5SP234	100873492	Ensembl
ENSG00000287680			Ensembl
SGMS2	SGMS2	166929	GO
microRNA hsa-miR-34			TTD
ENSG00000124508	BTN2A2	10385	Ensembl
ENSG00000158122	PRXL2C	195827	Ensembl
ENSG00000252429	RNU7-29P	100147816	Ensembl
PRKACG	PRKACG	5568	dGene
SDF4	SDF4	51150	NCI
ENSG00000283697	HSFX3	101928917	Ensembl
ENSG00000227282			Ensembl
ENSG00000232383			Ensembl
ENSG00000196730	DAPK1	1612	HingoraniCasas
ENSG00000223788	DIS3L2P1	282697	Ensembl
ENSG00000198576	ARC	23237	Ensembl
CSNK2A2	CSNK2A2	1459	GO
ENSG00000274242			Ensembl
ENSG00000104321	TRPA1	8989	Ensembl
ENSG00000125430	HS3ST3B1	9953	Ensembl
ENSG00000280017			Ensembl
TFF1	TFF1	7031	GO
TBX21	TBX21	30009	Pharos
ENSG00000170296	GABARAP	11337	Ensembl
ENSG00000225012			Ensembl
ENSG00000259151	CAP2P1	353163	Ensembl
ENSG00000223570			Ensembl
RAB13	RAB13	5872	Pharos
ENSG00000248753			Ensembl
255189	PLA2G4F	255189	GuideToPharmacology
STK3	STK3	6788	dGene
P08571	CD14	929	TdgClinicalTrial
TEAD4	TEAD4	7004	Pharos
ENSG00000254905			Ensembl
126206	NLRP5	126206	GuideToPharmacology
ENSG00000270503	YTHDF2P1	400209	Ensembl
ENSG00000151689	INPP1	3628	Ensembl
GGT7	GGT7	2686	dGene
